Recipe ID,Nama Resep,Energi (kj),Energi (kkal),Lemak (g),Lemak Jenuh (g),Lemak Trans (g),Lemak tak Jenuh Ganda (g),Lemak tak Jenuh Tunggal (g),Kolesterol (mg),Protein (g),Karbohidrat (g),Serat (g),Gula (g),Sodium (mg),Kalium (mg),Kategori,Keywords,PrepTime,CookTime,Ingredients,Instructioons,Meal ID
123,Ayam Saos Tiram,2799,669,26.24,0.007796,0.0,0.0070469999999999,0.00834,208.0,76.66,29.58,3.9,12.64,2.529,955.0,"""Lauk Pauk""","""Lezat"",""penuh rasa dan mudah dibuat.""",10 Menit,15 Menit,"""500 gram dada ayam"",""1 sejumput lada hitam"",""20 gram cabai merah atau rawit"",""4 sdm saus tiram"",""5 siung bawang putih"",""10 gram daun bawang"",""3/4 gelas air"",""1 sejumput garam laut"",""1 sdm minyak goreng"",""1 sdm kecap manis"",""1 sedang bawang bombay"",""22 g saus sambal"",""10 g lengkuas""","""Potong semua bahan."",""Rebus air hingga mendidih lalu masak ayam. Sisihkan saat Anda selesai."",""Dalam wajan yang sudah dipanaskan"",""tumis bawang bombay lalu tambahkan cabai dan lengkuas. Aduk dan tambahkan sisa bumbu dan rempah-rempah."",""Masukkan ayam dan tambahkan sedikit air."",""Tambahkan daun bawang cincang halus. Aduk rata.""",3
132,Tempe Kecap,2046,489,23.68,0.0067779999999999,0.0,0.009256,0.004469,0.0,22.38,56.79,6.4,29.98,3.005,1.043,"""Lauk Pauk""","""Sangat cocok sebagai lauk.""",5 Menit,10 Menit,"""2 siung bawang putih dimasak"",""3 sdm cabai merah atau rawit"",""1 sdt garam"",""100 gram tempe"",""2 kecil bawang merah"",""1 sdm minyak goreng"",""2 sdm kecap manis""","""Kupas bawang merah"",""bawang putih bawang putih dan cincang halus bersama cabai"",""Panaskan minyak. Tumis bumbu sampai harum"",""Masukan air"",""garam secukupnya"",""dan kecap manis"",""Masukan tempe yang udah dipotong dadu"",""Aduk-aduk hingga air susut""",3
136,Sup Tahu Brokoli,663,158,9.32,0.002309,0.0,0.002698,0.00414,106.0,12.05,8.89,0.0,2.74,1.034,348.0,"""Lauk Pauk"",""Sup""","""Kaya akan protein dan serat.""",5 Menit,15 Menit,"""1 besar telur"",""130 gram brokoli"",""1 siung bawang putih"",""1/2 sdt gula pasir"",""5 gram garam laut"",""175 gram tahu"",""3 g lada putih bubuk"",""5 ml minyak goreng""","""Cuci bersih brokoli dan pot dg tahu."",""Tumis bawang putih dg minyak lalu masukkan air."",""Masukkan brokoli rebus masukkan bumbu lalu masuk lg tahu."",""Terakhir kocok telur dan tuang sdkit ke dlm panci rebusan."",""Aduk rata"",""siap dimakan.""",3
138,Sup Tofu Telur,2105,503,38.59,0.009693,0.0,0.009427,0.003958,186.0,18.12,31.92,5.3,10.26,1.25,558.0,"""Sup"",""Lauk Pauk""","""Simple tapi enak.""",10 Menit,15 Menit,"""1 sedang telur"",""8 gram kaldu jamur"",""8 gram cabai merah atau rawit"",""1/4 sdt garam"",""1 sdm saus tiram"",""2 siung bawang putih"",""3 kecil bawang merah"",""2 sdm minyak goreng"",""180 g egg tofu""","""Potong tahu sesuai selera"",""lalu cincang bawang putih dan bawang merah."",""Panaskan minyak goreng dengan teflon"",""masukan bawang putih masak hingga tercium wanginya."",""Lalu masukan bawang merah sambil diaduk agar tidak gosong."",""Tambahkan air gelas."",""Masukan cabai"",""garam"",""kaldu jamur dan saus tiram."",""Lalu masukan telur"",""orak arik terus."",""Kemudian masukan tofu"",""diamkan hingga mendidih atau sudah terlihat matang.""",3
140,Tempe Goreng,103,25,1.35,0.278,0.0,0.479,0.375,0.0,2.34,1.3,0.0,0.0,292.0,53.0,"""Lauk Pauk"",""Makanan Ringan""","""Tempe digoreng dengan air fryer.""",5 Menit,20 Menit,"""1 sdt garam"",""1 siung bawang putih"",""100 gram tempe""","""Iris tempe tipis tipis."",""Beri bumbu bawang putih dan garam."",""Lumuri bumbu dan masukkan ke air fryer dengan suhu 200°C waktu 20 menit.""",3
147,Sup Telur,782,187,10.95,0.0030819999999999,0.0,0.0016419999999999,0.003126,212.0,12.24,10.99,3.6,1.01,3.254,223.0,"""Sup""","""Sup yang mudah dimasak yang sempurna untuk hari hujan.""",5 Menit,10 Menit,"""1 besar telur"",""1 mangkok"",""segar sawi dimasak (dari segar)"",""25 gram kaldu jamur"",""1 sdt garam"",""25 g sosis ayam"",""3 g lada putih bubuk""","""Kocok telur dan campurkan garam."",""Didihkan air dan jika air sudah mendidih masukkan telur kocok."",""Kemudian masukkan sosis dan sawi bersama kaldu dan merica.""",3
158,Ayam Brokoli Tumis,1452,347,20.58,0.006566,0.0,0.00268,0.004219,66.0,27.81,14.47,5.4,2.19,3.652,674.0,"""Lauk Pauk""","""Makan siang sehat yang cepat dan mudah.""",10 Menit,20 Menit,"""80 gram dada ayam"",""1 mangkok"",""segar"",""potongan batang brokoli dimasak (dari segar)"",""1 sejumput lada hitam"",""1 sdt garam"",""1 siung bawang putih"",""20 g saus tiram"",""1 sdm minyak goreng""","""Potong ayam dadu"",""lalu goreng ayam sampai kering."",""Tumis bawang putih"",""brokoli"",""dan masuk ayam."",""Tambah air"",""saus tiram"",""dan bumbu."",""Aduk sampai rata."",""Sajikan.""",3
162,Sup Tomat,862,206,10.18,0.0012079999999999,0.0,0.003181,0.005036,0.0,20.61,11.35,1.9,3.75,341.0,539.0,"""Sup""","""Sup tomat dengan campuran tahu dan telur.""",10 Menit,10 Menit,"""100 gram tomat"",""1 besar putih telur"",""1 siung bawang putih"",""1 gelas air"",""200 gram tahu"",""115 g royco kaldu rasa sapi"",""3 g lada putih bubuk""","""Potong-potong tomat dan bawang putih lalu blender dengan air sampai halus."",""Masak sampai mendidih lalu masukkan tahu yang sudah dipotong dadu."",""Setelah kuah berkurang masukkan putih telur."",""Tambahkan royco dan lada bubuk"",""tes rasa hingga sesuai yang diinginkan."",""Setelah matang tambahkan daun bawang dam hidangkan.""",3
163,Sup Labu Telur,695,166,7.74,0.002434,0.0,0.001826,0.0024159999999999,186.0,8.24,14.08,0.8,2.04,1.292,366.0,"""Sup""","""Sup labu dengan telur dan tahu.""",15 Menit,30 Menit,"""2 sedang telur"",""1 sdt garam"",""2 siung bawang putih"",""160 gram labu"",""1 gelas air"",""5 ml minyak goreng"",""40 gram tahu"",""15 g bihun jagung"",""4 g bumbu penyedap rasa sapi""","""Rebus bihun hingga matang"",""sisihkan."",""Kupas dan bersihkan labu potong dadu"",""sisihkan."",""Tumis bawang putih"",""masukkan telur dan aduk hingga matang."",""Tambahkan air"",""masukkan lahu dan tahu.""",3
176,Dada Ayam Paprika,1138,272,7.37,0.001908,0.0,0.001766,0.00245,165.0,38.55,12.69,2.7,2.25,1.29,636.0,"""Lauk Pauk""","""Tumis dada ayam dengan paprika.""",15 Menit,10 Menit,"""75 gram dada ayam"",""50 gram udang"",""1 sejumput lada hitam"",""1 sejumput garam"",""1 sdm saus tiram"",""50 gram brokoli"",""30 gram wortel"",""40 gram paprika kuning manis"",""150 ml air"",""1 sdt bawang putih cincang""","""Masukan air tunggu sampai mendidih."",""Masukan bawang putih cincang."",""Masukan dada ayam"",""aduk sampai mendidih."",""Masukan sayuran dan bumbu lainya."",""Aduk sampai matang."",""Sajikan dengan taburan daun petersely.""",3
182,Poires Helena,1625,388,12.76,0.002681,0.0,0.002103,0.00542,0.0,5.32,68.87,9.1,50.12,7.0,0.35,"""Makanan Penutup""","""Dessert Prancis.""",10 Menit,20 Menit,"""11 gram kayu manis"",""3 sedang buah pir"",""50 gram kacang almond"",""2 1/2 gelas air"",""90 gram gula pasir"",""15 g saus manis cokelat pisang"",""100 ml ice cream cokelat chip""","""Masukkan gula pasir dan kayu manis"",""tambahkan 1/2 gelas air."",""Aduk"",""kemudian tambahkan 2 gelas air dan rebus 3 buah pir."",""Tiriskan"",""plating buah pir kemudian tambahkan 2 scoops ice cream"",""tambahkan saus coklat dan beri taburan kacang almond.""",3
183,Bayam Jamur,347,83,2.04,0.606,0.0,0.00034,0.712,0.08,5.93,10.44,2.7,2.72,0.06,286.0,"""Lainnya""","""Jamur enoki krim dan bayam yang cepat dan mudah.""",5 Menit,5 Menit,"""1 kecil telur"",""15 gram bawang putih"",""80 gram bayam"",""12 gram bawang merah"",""103 g jamur enoki"",""60 ml non fat milk""","""Iris halus bawang merah dan putih."",""Tumis bawang merah dan putih sampai kecoklatan."",""Masukan bayam yang sudah dicuci"",""aduk sebentar"",""tambahkan 50ml air matang."",""Masukan telur."",""Aduk2 sebentar sampai telur tercampur dan bayam layu."",""Masukan jamur enoki yg sdh dicuci bersih."",""Tambahkan susu non fat."",""Diamkan sebentar kemudian angkat.""",3
184,Gyoza,206,49,1.62,0.406,0.0,0.431,0.618,9.0,3.73,4.86,0.3,0.66,151.0,57.0,"""Lauk Pauk""","""Gyoza rendah kalori dibuat dengan dada ayam.""",30 Menit,30 Menit,"""200 gram dada ayam"",""20 kecil pangsit polos"",""1 sdt minyak wijen"",""1 sdm saus tiram"",""100 gram kubis"",""2 siung bawang putih"",""1 mangkok daun bawang"",""1 sejumput garam laut"",""10 g tepung tapioka""","""Haluskan Dada ayam"",""tapioka"",""1 butir telur"",""kubis"",""ke dalam chopper sampai halus jangan lupa di beri bumbu."",""Isi kulit pangsit dengan isian gyoza."",""Kukus di atas teflon selama 30 menit dengan sedikit air sambil ditutup."",""10 anggota telah menambahkan resep ini ke buku masak mereka""",3
189,Bola Ubi Jalar,63,15,0.35,0.104,0.0,0.125,0.106,0.0,0.29,2.86,0.5,0.66,7.0,44.0,"""Makanan Penutup"",""Makanan Ringan""","""Bola-bola ubi isi nanas.""",15 Menit,30 Menit,"""58 gram nanas"",""377 gram ubi jalar (manis)"",""18 gram biji wijen kering utuh"",""2 sdt fiber creme""","""Kukus ubi hingga matang."",""Hancurkan ubi"",""tambahkan fiber creme."",""Bentuk ubi dan isi dengan nanas."",""Lapisi dengan biji wijen.""",3
193,Bakso dan Sup Telur,1515,362,14.38,0.00015,0.0,0.651,0.219,0.0,30.02,27.84,0.0,3.55,1.36,76.0,"""Sup""","""Sup kaya dengan telur"",""tahu sutra"",""dan bakso.""",2 Menit,15 Menit,"""1/2 slice soft silken tofu"",""45 g bakso sapi"",""250 ml air mineral"",""50 g fish roll"",""40 g telur ayam kampung"",""48 g crab stick""","""Didihkan air."",""Setelah didih masukan telur."",""Lalu di aduk sebentar dan masukan semua bahan."",""Tambahkan sedikit penyedap"",""gula"",""bawang putih bubuk"",""dan lada hitam.""",3
196,Martabak Tofu,149,36,1.87,0.344,0.0,0.864,0.482,18.0,3.17,2.2,0.5,0.49,61.0,83.0,"""Makanan Pembuka""","""Pancake Tofu dengan daun bawang dan wortel.""",5 Menit,15 Menit,"""1 tsp low sodium"",""dry beef broth"",""bouillon or consomme"","""",""1 besar egg"",""1 medium carrots"",""1 tsp white pepper"",""2 sejumput salt"",""1/2 sdm oyster sauce"",""2 siung garlic"",""1 mangkok"",""dicincang scallions or spring onions"",""3/4 block regular tofu (with calcium sulfate)""","""Hancurkan tahu"",""parut wortel dan potong daun bawang."",""Campurkan semua bahan dan telur aduk rata dan tambahkan bumbu-bumbu."",""Siapkan pan panas lalu kecilkan api dan panggang bertahap."",""6 anggota telah menambahkan resep ini ke buku masak mereka""",3
201,Lumpia Pisang Aroma,1375,329,7.12,0.002654,0.0,0.001315,0.002567,8.0,8.63,60.68,4.2,21.22,898.0,553.0,"""Makanan Penutup""","""Lumpia lezat dengan pisang dan keju.""",5 Menit,10 Menit,"""15 gram keju cheddar"",""4 sedang pisang"",""20 gram gula pasir"",""1 mangkok saus cokelat"",""16 sedang pangsit polos""","""Siapkan bahan dan lelehakan coklat."",""Masukkan pisang keju gula pasir ke kulit pangsit lalu gulung."",""Goreng."",""Tambahkan lelehan coklat dan keju diatas nya.""",3
204,Onde-onde Panggang,258,62,2.92,0.723,0.005,0.001017,0.0010329999999999,0.0,1.63,8.52,1.1,1.43,14.0,72.0,"""Makanan Ringan"",""Makanan Penutup""","""Pangsit manis tanpa minyak"",""tepung"",""atau gula.""",30 Menit,1 Jam,"""1 sdm selai kacang"",""5 sdm biji wijen kering utuh"",""7"",""8 g stevia sweetener"",""5 ml fiber creme"",""40 g tepung beras"",""60 g tepung tapioka"",""170 gram ubi ungu rebus""","""Kukus ubi lalu haluskan"",""setelah halus Ini dengan fiber crime"",""selai kacang dan gula stevia. Aduk sampai rata."",""Campur tepung beras dan tapioka dengan air panas 4sdm"",""aduk sampai kalis diamkan 10 menit . Seharusnya tepung ketan putih karena gak punya pakai yg ada."",""Bagi menjadi 12 bagian tepungnya"",""masukan isian ubinya bulat"" dan gepengkan. Lalu panggang selama 1 jam di suhu 120°c."",""Onde-onde ubi panggang siap disajikan.""",3
206,Sup Telur Jagung,906,216,7.41,0.001706,0.0,0.001978,0.002892,108.0,8.48,0.0,5.3,8.13,1.561,0.53,"""Sup""","""Sup yang menenangkan dengan telur"",""jagung"",""dan sayuran.""",25 Menit,30 Menit,"""1 irisan tipis ayam"",""1 besar telur rebus"",""100 gram wortel dimasak"",""100 gram bawang bombay dimasak"",""1 sdt garam"",""1 mangkok jagung manis kuning"",""1 mangkok daun bawang"",""1 sdt bawang putih cincang"",""600 ml air mineral""","""Tumis bawang putih & bombay."",""Jika sudah harum masukan kurleb air."",""Masukan ayam"",""wortel"",""jagung"",""diamkan kurleb 20menit."",""Lalu kocok telur lalu masukan"",""setelah itu masukan jg daun bawang."",""Tambahkan garam dan merica setelah itu dicicip."",""Sudah biss dihidangkan.""",3
208,Perdekel Tahu Bawang,177,42,3.44,0.00218,0.0,0.376,0.706,26.0,2.4,1.22,0.1,0.27,11.0,0.04,"""Lauk Pauk""","""Campuran tahu dan bawang panggang yang harum.""",5 Menit,10 Menit,"""1 besar telur"",""10 gram bawang putih"",""10 gram daun bawang"",""15 gram bawang merah"",""150 gram tahu"",""1 sdm virgin coconut oil""","""Iris bawang-bawangan"",""kemudian panggang hingga harum."",""Hancurkan tahu"",""tambahkan bawang-bawangan."",""Masukan telur ke dalam adonan tahu."",""Tambahkan garam"",""merica"",""dan kaldu jamur."",""Panaskan 1sdm vco di teflon anti lengket."",""Mulai dry frying adonan"",""kurleb 1 sdm adonan setiap goreng perkedel."",""Tunggu hingga ke coklatan"",""dan angkat. Perkedel siap dinikmati.""",3
211,Kare Capit Kepiting,859,205,5.37,0.001733,0.0,0.001836,0.675,124.0,26.78,13.2,0.0,4.36,759.0,678.0,"""Lauk Pauk""","""Kepiting lezat dalam kari!""",20 Menit,20 Menit,"""500 gram kepiting"",""1/4 ikat ketumbar"",""1 sdt bubuk kari"",""20 gram cabai merah atau rawit"",""3 siung bawang putih"",""5 kecil bawang merah"",""5"",""50 ml minyak goreng"",""15 ml sun kara""","""Tumis bumbu halus hingga wangi."",""Masukkan air secukupnya."",""Masukkan kara."",""Masukkan kepiting"",""garam dan kaldu bubuk"",""tambahkan cabe rawit utuh."",""Tes rasa.""",3
214,Ayam Tempe Penyet,1914,458,18.36,0.004344,0.0,0.005726,0.00567,87.0,47.85,31.36,6.2,7.6,1.01,1.067,"""Lauk Pauk""","""Ayam dan tempe dipenyet tnpa minyak tapi tetap enak.""",5 Menit,30 Menit,"""210 gram dada ayam"",""30 gram cabai merah atau rawit"",""1/2 sdt garam"",""4 siung bawang putih"",""138 gram tempe"",""4 kecil bawang merah"",""5 g terasi""","""Ulek semua bumbu atau blender ditambahkan air."",""Setelah halus masukan ke panci"",""masukan ayam dan tempe"",""dan air."",""Tambah garam. Dan biarkan air menyusut."",""Hidangkan..""",3
223,Sawi Gulung,182,44,2.54,0.00054,0.0,0.00058,0.001104,53.0,4.1,1.62,0.4,0.82,0.1,125.0,"""Lainnya"",""Makanan Ringan"",""Makanan Penutup"",""Salad dan Salad Dressing"",""Lauk Pauk"",""Makanan Pembuka""","""Gulungan hijau rendah kalori dengan tauhu.""",10 Menit,10 Menit,"""2 besar telur"",""5 gram kaldu jamur"",""200 gram tahu"",""250 gram sawi hijau"",""1/2 tbsp saus tiram"",""Cara memasak""","""Rebus lembaran sawi sampai layu"",""kemudian rebus 1 buah telur"",""kemudian potong mnjadi 8 bagian."",""Hancurkan tahu."",""Masukkan telur mentah"",""saus tiram dan kaldu jamur."",""Ambil selembar sawi"",""masukan adonan tahu dan telur rebus"",""gulung seperti menggulung risoles."",""Lakukan sampai adonan tahu habis."",""Kukus kurang lebih 10 menit.""",3
225,Dragon Fruit Jelly,554,132,0.95,0.00013,0.415,0.0,0.0,0.0,1.95,32.45,4.8,24.52,0.01,0.48,"""Makanan Penutup"",""Makanan Ringan""","""Rawatan diet 3 snek atau pencuci mulut.""",10 Menit,10 Menit,"""2 gelas air"",""500 g buah naga"",""3"",""75 g jelly powder anggur""","""Rebus nutrijell rasa apa pun dalam 2 gelas air. Rebus hingga mendidih .. Setelah masak"",""diamkan 3 menit"",""lalu tambahkan asam buah dan biarkan dingin."",""Belah buah naga menjadi dua"",""keluarkan isinya lalu potong dadu"",""usahakan kulit buah naga masih tersisa."",""Potong Nutrijell dingin menjadi kubus"",""lalu sajikan dengan irisan buah naga di atas kulit buah naga. Selamat menikmati.""",3
226,Dimsum Diet,216,52,1.53,0.348,0.0,0.412,0.639,6.0,3.67,5.9,0.5,1.04,0.3,74.0,"""Lauk Pauk""","""Pangsit rendah kalori dengan ayam dan tahu.""",20 Menit,20 Menit,"""100 gram dada ayam"",""15 kecil pangsit polos"",""1 besar putih telur"",""1 sdt garam"",""50 gram wortel"",""3 siung bawang putih"",""3 kecil bawang merah"",""125 gram tahu"",""230 g royco kaldu rasa sapi"",""3 g lada putih bubuk""","""Perajang / haluskan bawang putih"",""bawang bombay"",""dada ayam"",""tahu"",""garam"",""merica"",""putih telur"",""dan kaldu."",""Parut semua wortel dengan parutan rujak / potong korek api tipis2."",""Isi kulit pangsit dengan isian ayam tahu yg sudah di haluskan.. Kemudian kukus sampai matang kurang lebih 15 menit . Siap di santap dan di nikmati.""",3
239,Klapertart,735,176,9.37,0.005735,0.0,0.234,0.719,55.0,3.29,21.01,0.0,12.6,121.0,0.22,"""Makanan Penutup"",""Makanan Ringan""","""Klapertart tanpa kacang.""",10 Menit,20 Menit,"""3 besar telur"",""1 sdt kayu manis"",""1/4 sdt garam"",""1/4 sdt ekstrak vanila"",""50 gram kismis (tanpa biji)"",""200 gram kelapa"",""300 gram air kelapa"",""100 gram gula pasir"",""2 sdm mentega"",""300 ml susu uht full cream"",""60 g tepung pati jagung""","""Campur susu"",""air kelapa"",""maizena"",""vanila"",""garam"",""kuning telur"",""gula. Aduk hingga mengental."",""Tambah blue band"",""kelapa muda kismis."",""Letakan di 3/4 wadahnya."",""Kocok putih telur dengan gula pasir."",""Letakkan diatas adonan pertama."",""Panggang dengan suhu 170 derajat selama 20menit.""",3
268,Agar-agar Kukus Coklat,474,113,4.36,0.002085,0.075,0.563,0.001092,53.0,2.42,16.01,0.0,9.5,58.0,33.0,"""Makanan Penutup""","""Agar-agar brownies rendah kalori.""",5 Menit,10 Menit,"""1 besar telur (utuh)"",""10 gram kacang sangrai kering (dengan garam)"",""25 gram gula pasir"",""7 g agar agar powder"",""35 g white coffee less sugar"",""9 g agarasa coklat""","""Kocok telur sampai mengembang."",""Tuang bubuk agarasa"",""agar2putih dan bubuk kopi. Aduk rata."",""Panaskan kukusan."",""Masukkan kedalam cetakan tambahkan kacang secukupnya."",""Kukus 10-15menit. Angkat.""",3
270,Sup Daging Tahu,1125,269,14.19,0.005136,0.0,0.00291,0.004428,33.0,14.42,22.49,3.1,4.4,892.0,546.0,,"""Sup yang menenangkan dengan daging sapi dan tahu.""",.,.,"""150 gram daging sapi"",""1 sdt jinten"",""1 sdt garam"",""125 gram wortel"",""100 gram jagung manis kuning"",""3 siung bawang putih"",""1 sdt jahe"",""1 daun bawang"",""700 ml air"",""20 gram bawang merah"",""2 sdm minyak goreng"",""100 gram tahu"",""230 g royco kaldu rasa sapi"",""3 g lada putih bubuk"",""150 gram kentang rebus"",""60 gram bawang bombay""","""Daging sapi sebelumnya sudah direbus terlebih dahulu."",""Halus lada"",""jintan"",""jahe"",""bawang putih dan bawang merah."",""Tumis bumbu halus"",""tambahkan bawang Bombay yang sudah di potong-potong"",""setelah itu tambahkan air biarkan sampai mendidih."",""Tambah semua bahan"",""test rasa."",""Masak sampai mendidih.""",3
271,Soto Ayam,508,121,1.91,0.408,0.0,0.639,0.591,24.0,10.64,16.25,5.2,4.27,658.0,213.0,,"""Soto ayam tanpa santan.""",.,.,"""178 gram dada ayam rebus (kulit tidak dimakan)"",""200 gram kecambah"",""2 gram ketumbar"",""2 sdt kunyit"",""1 sdt garam"",""100 gram selada kol"",""3 siung bawang putih"",""1 sdt jahe"",""1 mangkok daun bawang"",""2 gram sereh"",""2 gram kacang kemiri"",""2 kecil bawang merah"",""500 g mie basah matang"",""1 sdm kecap manis"",""2 g royco ayam"",""3 g lada putih bubuk""","""Haluskan bawmer"",""bawput"",""jahe"",""kemiri"",""kunyit dan geprek laos dan sereh."",""Tumis bumbu halus tadi bersama dgn laos dan sereh yg sudah di geprek dan tambah duan salam dan daun jeruk."",""Setelah matang"",""masukan air dan air sisa rebusan ayam."",""Rebus ayam"",""tauge"",""mie shirataki Secara terpisah."",""Setelah air mendidih"",""masukan bumbu spt garam"",""lada bubuk"",""royko dan kecap manis 1sdm Setelah di rasa pas"",""matikan api kompor."",""Siapkan ayam suir"",""tauge"",""kol di iris"",""jeruk nipis"",""dan mi shirataki nya."",""Kalo mau pake sambel"",""tinggal haluskan rawit dan juga air kuah sotonya."",""Selesai.""",3
278,Sup Bening,676,162,5.52,0.00136,0.0,0.001214,0.002278,106.0,5.86,22.7,2.5,1.86,372.0,484.0,"""Sup""","""Sehat dan berenergi.""",10 Menit,15 Menit,"""1 besar boiled egg"",""1/4 mangkok"",""dicincang broccoli"",""1/2 sdt minced garlic"",""1/4 scallops"",""1/4 ons cabbage (with salt"",""drained"",""cooked"",""boiled)"",""1/2 kecil cooked carrots"",""1 medium boiled potato""","""Potong semua bahan."",""Rebus air hingga mendidih lalu masukkan bawang merah dan bawang putih."",""Setelah 3 menit masukkan kentang dan wortel."",""Setelah wortel dan kentang setengah matang masukkan brokoli dan kol."",""Taburkan sedikit garam. Menyajikan.""",3
288,Puding Chia,317,76,0.7,0.074,0.0,0.492,6e-05,0.0,4.54,13.64,0.0,10.41,46.0,208.0,"""Makanan Penutup"",""Makanan Ringan""","""Paling enak disajikan dingin.""",5 Menit,30 Menit,"""8 lengkeng"",""50 gram mangga"",""8 gram chia seed"",""3"",""5 g agar agar powder"",""500 ml skimmed milk (250ml)"",""2 sdm brown sugar"",""4 sedang stroberi""","""Membuat puding chia seed: campur chia seed dengan air atau susu lalu aduk rata dan simpan di lemari es. Diamkan 1 jam kemudian biji chia akan mengembang. Just adjust the water/milk according to the chia seeds."",""Sambil menunggu puding chia dingin"",""sesuaikan air/susu sesuai dengan biji chia. Tuang susu"",""gelatin"",""dan gula merah ke dalam panci."",""Masak dengan api kecil sambil diaduk2 sampai mendidih."",""Setelah mendidih tuang ketempat yg telah disediakan."",""Tunggu hingga puding set beri puding chia seed dan buah2an yang sudah dipotong2 lalu simpan dikulkas.""",3
